ccode,scode,country,year,scoup1,atcoup2,pcoup3,apcoup4,agcoup,foroutex,reboutex,assassex,resignex
652,SYR,Syria,1990,0,0,0,0,0,0,0,0,0
713,TAW,Taiwan,1990,0,0,0,0,0,0,0,0,0
510,TAZ,Tanzania,1990,0,0,0,0,0,0,0,0,0
800,THI,Thailand,1990,0,0,0,0,0,0,0,0,0
461,TOG,Togo,1990,0,0,0,0,0,0,0,0,0
52,TRI,Trinidad,1990,0,1,0,0,0,0,0,0,0
616,TUN,Tunisia,1990,0,0,0,0,0,0,0,0,0
640,TUR,Turkey,1990,0,0,0,0,0,0,0,0,0
696,UAE,UAE,1990,0,0,0,0,0,0,0,0,0
500,UGA,Uganda,1990,0,0,0,0,0,0,0,0,0
200,UKG,United Kingdom,1990,0,0,0,0,0,0,0,0,0
165,URU,Uruguay,1990,0,0,0,0,0,0,0,0,0
2,USA,United States,1990,0,0,0,0,0,0,0,0,0
364,USR,USSR,1990,0,0,0,1,0,0,0,0,0
101,VEN,Venezuela,1990,0,0,0,0,0,0,0,0,0
818,VIE,Vietnam,1990,0,0,0,0,0,0,0,0,0
678,YAR,Yemen North,1990,0,0,0,0,0,0,0,0,0
679,YEM,Yemen,1990,0,0,0,0,0,0,0,0,0
680,YPR,Yemen South,1990,0,0,0,0,0,0,0,0,0
345,YUG,Yugoslavia,1990,0,0,0,0,0,0,0,0,0
490,ZAI,Congo Kinshasa,1990,0,0,0,0,0,0,0,0,0
551,ZAM,Zambia,1990,0,1,0,0,0,0,0,0,0
552,ZIM,Zimbabwe,1990,0,0,0,0,0,0,0,0,0
700,AFG,Afghanistan,1991,0,0,0,0,0,0,0,0,0
339,ALB,Albania,1991,0,0,0,0,0,0,0,0,0
615,ALG,Algeria,1991,0,0,0,0,0,0,0,0,0
540,ANG,Angola,1991,0,0,0,0,0,0,0,0,0
160,ARG,Argentina,1991,0,0,0,0,0,0,0,0,0
371,ARM,Armenia,1991,0,0,0,0,0,0,0,0,0
900,AUL,Australia,1991,0,0,0,0,0,0,0,0,0
305,AUS,Austria,1991,0,0,0,0,0,0,0,0,0
373,AZE,Azerbaijan,1991,0,0,0,0,0,0,0,0,0
692,BAH,Bahrain,1991,0,0,0,0,0,0,0,0,0
211,BEL,Belgium,1991,0,0,0,0,0,0,0,0,0
434,BEN,Benin,1991,0,0,0,0,0,0,0,0,0
439,BFO,Burkina Faso,1991,0,0,0,0,0,0,0,0,0
760,BHU,Bhutan,1991,0,0,0,0,0,0,0,0,0
370,BLR,Belarus,1991,0,0,0,0,0,0,0,0,0
771,BNG,Bangladesh,1991,0,0,0,0,0,0,0,0,0
145,BOL,Bolivia,1991,0,0,0,0,0,0,0,0,0
571,BOT,Botswana,1991,0,0,0,0,0,0,0,0,0
140,BRA,Brazil,1991,0,0,0,0,0,0,0,0,0
516,BUI,Burundi,1991,0,0,0,0,0,0,0,0,0
355,BUL,Bulgaria,1991,0,0,0,0,0,0,0,0,0
811,CAM,Cambodia,1991,0,1,0,0,0,0,0,0,0
20,CAN,Canada,1991,0,0,0,0,0,0,0,0,0
471,CAO,Cameroon,1991,0,0,0,0,0,0,0,0,0
402,CAP,Cape Verde,1991,0,0,0,0,0,0,0,0,0
482,CEN,Central African Republic,1991,0,0,0,0,0,0,0,0,0
483,CHA,Chad,1991,0,1,0,0,0,0,0,0,0
155,CHL,Chile,1991,0,0,0,0,0,0,0,0,0
710,CHN,China,1991,0,0,0,0,0,0,0,0,0
100,COL,Colombia,1991,0,0,0,0,0,0,0,0,0
581,COM,Comoros,1991,0,1,0,0,0,0,0,0,0
484,CON,Congo Brazzaville,1991,0,0,0,0,0,0,0,0,0
94,COS,Costa Rica,1991,0,0,0,0,0,0,0,0,0
344,CRO,Croatia,1991,0,0,0,0,0,0,0,0,0
40,CUB,Cuba,1991,0,0,0,0,0,0,0,0,0
352,CYP,Cyprus,1991,0,0,0,0,0,0,0,0,0
315,CZE,Czechoslovakia,1991,0,0,0,0,0,0,0,0,0
390,DEN,Denmark,1991,0,0,0,0,0,0,0,0,0
522,DJI,Djibouti,1991,0,1,0,0,0,0,0,0,0
42,DOM,Dominican Republic,1991,0,0,0,0,0,0,0,0,0
130,ECU,Ecuador,1991,0,0,0,0,0,0,0,0,0
651,EGY,Egypt,1991,0,0,0,0,0,0,0,0,0
411,EQG,Equatorial Guinea,1991,0,0,0,0,0,0,0,0,0
366,EST,Estonia,1991,0,0,0,0,0,0,0,0,0
530,ETH,Ethiopia,1991,0,0,0,0,0,0,1,0,0
375,FIN,Finland,1991,0,0,0,0,0,0,0,0,0
950,FJI,Fiji,1991,0,0,0,0,0,0,0,0,0
220,FRN,France,1991,0,0,0,0,0,0,0,0,0
481,GAB,Gabon,1991,0,0,0,0,0,0,0,0,0
420,GAM,Gambia,1991,0,0,0,0,0,0,0,0,0
452,GHA,Ghana,1991,0,0,0,0,0,0,0,0,0
255,GMY,Germany,1991,0,0,0,0,0,0,0,0,0
404,GNB,Guinea-Bissau,1991,0,0,0,0,0,0,0,0,0
350,GRC,Greece,1991,0,0,0,0,0,0,0,0,0
372,GRG,Georgia,1991,0,0,0,0,0,0,0,0,0
90,GUA,Guatemala,1991,0,0,0,0,0,0,0,0,0
438,GUI,Guinea,1991,0,0,0,0,0,0,0,0,0
110,GUY,Guyana,1991,0,0,0,0,0,0,0,0,0
41,HAI,Haiti,1991,1,1,0,0,0,0,0,0,0
91,HON,Honduras,1991,0,0,0,0,0,0,0,0,0
310,HUN,Hungary,1991,0,0,0,0,0,0,0,0,0
750,IND,India,1991,0,0,0,0,0,0,0,0,0
850,INS,Indonesia,1991,0,0,0,0,0,0,0,0,0
205,IRE,Ireland,1991,0,0,0,0,0,0,0,0,0
630,IRN,Iran,1991,0,0,0,0,0,0,0,0,0
645,IRQ,Iraq,1991,0,2,0,0,0,0,0,0,0
666,ISR,Israel,1991,0,0,0,0,0,0,0,0,0
325,ITA,Italy,1991,0,0,0,0,0,0,0,0,0
437,IVO,Ivory Coast,1991,0,1,0,1,0,0,0,0,0
51,JAM,Jamaica,1991,0,0,0,0,0,0,0,0,0
663,JOR,Jordan,1991,0,0,0,0,0,0,0,0,0
740,JPN,Japan,1991,0,0,0,0,0,0,0,0,0
501,KEN,Kenya,1991,0,0,0,0,0,0,0,0,0
690,KUW,Kuwait,1991,0,0,0,0,0,0,0,0,0
703,KYR,Kyrgyzstan,1991,0,0,0,0,0,0,0,0,0
705,KZK,Kazakhstan,1991,0,0,0,0,0,0,0,0,0
812,LAO,Laos,1991,0,0,0,0,0,0,0,0,0
367,LAT,Latvia,1991,0,0,0,0,0,0,0,0,0
450,LBR,Liberia,1991,0,0,0,0,0,0,0,0,0
660,LEB,Lebanon,1991,0,0,0,0,0,0,0,0,0
570,LES,Lesotho,1991,1,0,0,0,0,0,0,0,0
620,LIB,Libya,1991,0,0,0,0,0,0,0,0,0
368,LIT,Lithuania,1991,0,0,0,0,0,0,0,0,0
212,LUX,Luxembourg,1991,0,0,0,0,0,0,0,0,0
435,MAA,Mauritania,1991,0,0,0,0,0,0,0,0,0
343,MAC,Macedonia,1991,0,0,0,0,0,0,0,0,0
580,MAG,Madagascar,1991,0,0,0,0,0,0,0,0,0
820,MAL,Malaysia,1991,0,0,0,0,0,0,0,0,0
590,MAS,Mauritius,1991,0,0,0,0,0,0,0,0,0
553,MAW,Malawi,1991,0,0,0,0,0,0,0,0,0
70,MEX,Mexico,1991,0,0,0,0,0,0,0,0,0
359,MLD,Moldova,1991,0,0,0,0,0,0,0,0,0
432,MLI,Mali,1991,0,1,0,0,0,0,0,0,1
712,MON,Mongolia,1991,0,0,0,0,0,0,0,0,0
600,MOR,Morocco,1991,0,0,0,0,0,0,0,0,0
775,MYA,Myanmar (Burma),1991,0,0,0,0,0,0,0,0,0
541,MZM,Mozambique,1991,0,0,1,0,0,0,0,0,0
565,NAM,Namibia,1991,0,0,0,0,0,0,0,0,0
790,NEP,Nepal,1991,0,0,0,0,0,0,0,0,0
920,NEW,New Zealand,1991,0,0,0,0,0,0,0,0,0
93,NIC,Nicaragua,1991,0,0,0,0,0,0,0,0,0
475,NIG,Nigeria,1991,0,0,0,0,0,0,0,0,0
436,NIR,Niger,1991,0,0,0,0,0,0,0,0,0
385,NOR,Norway,1991,0,0,0,0,0,0,0,0,0
210,NTH,Netherlands,1991,0,0,0,0,0,0,0,0,0
698,OMA,Oman,1991,0,0,0,0,0,0,0,0,0
770,PAK,Pakistan,1991,0,0,0,0,0,0,0,0,0
95,PAN,Panama,1991,0,0,0,1,0,0,0,0,0
150,PAR,Paraguay,1991,0,0,0,0,0,0,0,0,0
135,PER,Peru,1991,0,0,0,0,0,0,0,0,0
840,PHI,Philippines,1991,0,0,0,0,0,0,0,0,0
910,PNG,Papua New Guinea,1991,0,0,0,0,0,0,0,0,0
290,POL,Poland,1991,0,0,0,0,0,0,0,0,0
235,POR,Portugal,1991,0,0,0,0,0,0,0,0,0
731,PRK,Korea North,1991,0,0,0,1,0,0,0,0,0
694,QAT,Qatar,1991,0,0,0,0,0,0,0,0,0
732,ROK,Korea South,1991,0,0,0,0,0,0,0,0,0
360,RUM,Romania,1991,0,0,0,0,0,0,0,0,0
517,RWA,Rwanda,1991,0,0,0,0,0,0,0,0,0
560,SAF,South Africa,1991,0,0,0,0,0,0,0,0,0
92,SAL,El Salvador,1991,0,0,0,0,0,0,0,0,0
670,SAU,Saudi Arabia,1991,0,0,0,0,0,0,0,0,0
433,SEN,Senegal,1991,0,0,0,0,0,0,0,0,0
451,SIE,Sierra Leone,1991,0,0,0,0,0,0,0,0,0
830,SIN,Singapore,1991,0,0,0,0,0,0,0,0,0
349,SLV,Slovenia,1991,0,0,0,0,0,0,0,0,0
940,SOL,Solomon Islands,1991,0,0,0,0,0,0,0,0,0
520,SOM,Somalia,1991,0,0,0,0,0,0,0,0,1
230,SPN,Spain,1991,0,0,0,0,0,0,0,0,0
780,SRI,Sri Lanka,1991,0,0,0,0,0,0,0,0,0
625,SUD,Sudan,1991,0,0,0,2,0,0,0,0,0
115,SUR,Suriname,1991,0,0,0,0,0,0,0,0,0
572,SWA,Swaziland,1991,0,0,0,0,0,0,0,0,0
380,SWD,Sweden,1991,0,0,0,0,0,0,0,0,0
225,SWZ,Switzerland,1991,0,0,0,0,0,0,0,0,0
652,SYR,Syria,1991,0,0,0,0,0,0,0,0,0
702,TAJ,Tajikistan,1991,0,0,0,0,0,0,0,0,0
713,TAW,Taiwan,1991,0,0,0,0,0,0,0,0,0
510,TAZ,Tanzania,1991,0,0,0,0,0,0,0,0,0
800,THI,Thailand,1991,1,0,0,0,0,0,0,0,0
701,TKM,Turkmenistan,1991,0,0,0,0,0,0,0,0,0
461,TOG,Togo,1991,0,4,0,0,0,0,0,0,0
52,TRI,Trinidad,1991,0,0,0,0,0,0,0,0,0
616,TUN,Tunisia,1991,0,0,0,2,0,0,0,0,0
640,TUR,Turkey,1991,0,0,0,0,0,0,0,0,0
696,UAE,UAE,1991,0,0,0,0,0,0,0,0,0
500,UGA,Uganda,1991,0,0,0,0,0,0,0,0,0
200,UKG,United Kingdom,1991,0,0,0,0,0,0,0,0,0
369,UKR,Ukraine,1991,0,0,0,0,0,0,0,0,0
165,URU,Uruguay,1991,0,0,0,0,0,0,0,0,0
2,USA,United States,1991,0,0,0,0,0,0,0,0,0
364,USR,USSR,1991,0,1,0,0,0,0,0,0,0
704,UZB,Uzbekistan,1991,0,0,0,0,0,0,0,0,0
101,VEN,Venezuela,1991,0,0,0,0,0,0,0,0,0
818,VIE,Vietnam,1991,0,0,0,0,0,0,0,0,0
679,YEM,Yemen,1991,0,0,0,0,0,0,0,0,0
347,YGS,Yugoslavia,1991,0,0,0,0,0,0,0,0,0
345,YUG,Yugoslavia,1991,0,0,0,0,0,0,0,0,0
490,ZAI,Congo Kinshasa,1991,0,0,0,0,0,0,0,0,0
551,ZAM,Zambia,1991,0,0,0,0,0,0,0,0,0
552,ZIM,Zimbabwe,1991,0,0,0,0,0,0,0,0,0
700,AFG,Afghanistan,1992,1,0,0,0,0,0,0,0,0
339,ALB,Albania,1992,0,0,0,0,0,0,0,0,0
615,ALG,Algeria,1992,0,0,0,0,1,0,0,1,0
540,ANG,Angola,1992,0,0,0,0,0,0,0,0,0
160,ARG,Argentina,1992,0,0,0,0,0,0,0,0,0
371,ARM,Armenia,1992,0,0,0,0,0,0,0,0,0
900,AUL,Australia,1992,0,0,0,0,0,0,0,0,0
305,AUS,Austria,1992,0,0,0,0,0,0,0,0,0
373,AZE,Azerbaijan,1992,0,0,0,0,0,0,0,0,0
692,BAH,Bahrain,1992,0,0,0,0,0,0,0,0,0
211,BEL,Belgium,1992,0,0,0,0,0,0,0,0,0
434,BEN,Benin,1992,0,1,0,0,0,0,0,0,0
439,BFO,Burkina Faso,1992,0,0,0,0,0,0,0,0,0
760,BHU,Bhutan,1992,0,0,0,0,0,0,0,0,0
370,BLR,Belarus,1992,0,0,0,0,0,0,0,0,0
771,BNG,Bangladesh,1992,0,0,0,0,0,0,0,0,0
145,BOL,Bolivia,1992,0,0,0,0,0,0,0,0,0
346,BOS,Bosnia,1992,0,0,0,0,0,0,0,0,0
571,BOT,Botswana,1992,0,0,0,0,0,0,0,0,0
140,BRA,Brazil,1992,0,0,0,0,0,0,0,0,1
516,BUI,Burundi,1992,0,1,0,0,0,0,0,0,0
355,BUL,Bulgaria,1992,0,0,0,0,0,0,0,0,0
811,CAM,Cambodia,1992,0,0,0,0,0,0,0,0,0
20,CAN,Canada,1992,0,0,0,0,0,0,0,0,0
471,CAO,Cameroon,1992,0,0,0,0,0,0,0,0,0
402,CAP,Cape Verde,1992,0,0,0,0,0,0,0,0,0
482,CEN,Central African Republic,1992,0,0,0,0,0,0,0,0,0
483,CHA,Chad,1992,0,2,0,0,0,0,0,0,0
155,CHL,Chile,1992,0,0,0,0,0,0,0,0,0
710,CHN,China,1992,0,0,0,0,0,0,0,0,0
100,COL,Colombia,1992,0,0,0,0,0,0,0,0,0
581,COM,Comoros,1992,0,1,0,0,0,0,0,0,0
484,CON,Congo Brazzaville,1992,0,0,0,0,0,0,0,0,0
94,COS,Costa Rica,1992,0,0,0,0,0,0,0,0,0
344,CRO,Croatia,1992,0,0,0,0,0,0,0,0,0
40,CUB,Cuba,1992,0,0,0,0,0,0,0,0,0
352,CYP,Cyprus,1992,0,0,0,0,0,0,0,0,0
315,CZE,Czechoslovakia,1992,0,0,0,0,0,0,0,0,0
390,DEN,Denmark,1992,0,0,0,0,0,0,0,0,0
522,DJI,Djibouti,1992,0,0,0,0,0,0,0,0,0
42,DOM,Dominican Republic,1992,0,0,0,0,0,0,0,0,0
130,ECU,Ecuador,1992,0,0,0,0,0,0,0,0,0
651,EGY,Egypt,1992,0,0,0,0,0,0,0,0,0
411,EQG,Equatorial Guinea,1992,0,0,0,0,0,0,0,0,0
366,EST,Estonia,1992,0,0,0,0,0,0,0,0,0
530,ETH,Ethiopia,1992,0,0,0,0,0,0,0,0,0
375,FIN,Finland,1992,0,0,0,0,0,0,0,0,0
950,FJI,Fiji,1992,0,0,0,0,0,0,0,0,0
220,FRN,France,1992,0,0,0,0,0,0,0,0,0
481,GAB,Gabon,1992,0,0,0,0,0,0,0,0,0
420,GAM,Gambia,1992,0,0,0,0,0,0,0,0,0
452,GHA,Ghana,1992,0,0,0,0,0,0,0,0,0
255,GMY,Germany,1992,0,0,0,0,0,0,0,0,0
404,GNB,Guinea-Bissau,1992,0,0,0,0,0,0,0,0,0
350,GRC,Greece,1992,0,0,0,0,0,0,0,0,0
372,GRG,Georgia,1992,0,0,0,0,0,0,0,0,1
90,GUA,Guatemala,1992,0,0,0,0,0,0,0,0,0
438,GUI,Guinea,1992,0,0,0,0,0,0,0,0,0
110,GUY,Guyana,1992,0,0,0,0,0,0,0,0,0
41,HAI,Haiti,1992,0,0,0,0,0,0,0,0,0
91,HON,Honduras,1992,0,0,0,0,0,0,0,0,0
310,HUN,Hungary,1992,0,0,0,0,0,0,0,0,0
750,IND,India,1992,0,0,0,0,0,0,0,0,0
850,INS,Indonesia,1992,0,0,0,0,0,0,0,0,0
205,IRE,Ireland,1992,0,0,0,0,0,0,0,0,0
630,IRN,Iran,1992,0,0,0,0,0,0,0,0,0
645,IRQ,Iraq,1992,0,1,0,2,0,0,0,0,0
666,ISR,Israel,1992,0,0,0,0,0,0,0,0,0
325,ITA,Italy,1992,0,0,0,0,0,0,0,0,0
437,IVO,Ivory Coast,1992,0,0,0,0,0,0,0,0,0
51,JAM,Jamaica,1992,0,0,0,0,0,0,0,0,0
663,JOR,Jordan,1992,0,0,0,0,0,0,0,0,0
740,JPN,Japan,1992,0,0,0,0,0,0,0,0,0
501,KEN,Kenya,1992,0,0,0,0,0,0,0,0,0
690,KUW,Kuwait,1992,0,0,0,0,0,0,0,0,0
703,KYR,Kyrgyzstan,1992,0,0,0,0,0,0,0,0,0
705,KZK,Kazakhstan,1992,0,0,0,0,0,0,0,0,0
812,LAO,Laos,1992,0,0,0,0,0,0,0,0,0
367,LAT,Latvia,1992,0,0,0,0,0,0,0,0,0
450,LBR,Liberia,1992,0,0,0,0,0,0,0,0,0
660,LEB,Lebanon,1992,0,0,0,0,0,0,0,0,0
570,LES,Lesotho,1992,0,0,0,0,0,0,0,0,0
620,LIB,Libya,1992,0,0,0,0,0,0,0,0,0
368,LIT,Lithuania,1992,0,0,0,0,0,0,0,0,0
212,LUX,Luxembourg,1992,0,0,0,0,0,0,0,0,0
435,MAA,Mauritania,1992,0,0,0,0,0,0,0,0,0
343,MAC,Macedonia,1992,0,0,0,0,0,0,0,0,0
580,MAG,Madagascar,1992,0,1,0,0,0,0,0,0,0
820,MAL,Malaysia,1992,0,0,0,0,0,0,0,0,0
590,MAS,Mauritius,1992,0,0,0,0,0,0,0,0,0
553,MAW,Malawi,1992,0,0,0,0,0,0,0,0,0
70,MEX,Mexico,1992,0,0,0,0,0,0,0,0,0
359,MLD,Moldova,1992,0,0,0,0,0,0,0,0,0
432,MLI,Mali,1992,0,0,0,0,0,0,0,0,0
712,MON,Mongolia,1992,0,0,0,0,0,0,0,0,0
600,MOR,Morocco,1992,0,0,0,0,0,0,0,0,0
775,MYA,Myanmar (Burma),1992,0,0,0,0,0,0,0,0,0
541,MZM,Mozambique,1992,0,0,0,0,0,0,0,0,0
565,NAM,Namibia,1992,0,0,0,0,0,0,0,0,0
790,NEP,Nepal,1992,0,0,0,0,0,0,0,0,0
920,NEW,New Zealand,1992,0,0,0,0,0,0,0,0,0
93,NIC,Nicaragua,1992,0,0,0,0,0,0,0,0,0
475,NIG,Nigeria,1992,0,0,0,0,0,0,0,0,0
436,NIR,Niger,1992,0,0,0,0,0,0,0,0,0
385,NOR,Norway,1992,0,0,0,0,0,0,0,0,0
210,NTH,Netherlands,1992,0,0,0,0,0,0,0,0,0
698,OMA,Oman,1992,0,0,0,0,0,0,0,0,0
770,PAK,Pakistan,1992,0,0,0,0,0,0,0,0,0
95,PAN,Panama,1992,0,0,0,0,0,0,0,0,0
150,PAR,Paraguay,1992,0,0,0,0,0,0,0,0,0
135,PER,Peru,1992,0,1,0,0,1,0,0,0,0
840,PHI,Philippines,1992,0,0,0,0,0,0,0,0,0
910,PNG,Papua New Guinea,1992,0,0,0,0,0,0,0,0,0
290,POL,Poland,1992,0,0,0,0,0,0,0,0,0
235,POR,Portugal,1992,0,0,0,0,0,0,0,0,0
731,PRK,Korea North,1992,0,0,0,1,0,0,0,0,0
694,QAT,Qatar,1992,0,0,0,0,0,0,0,0,0
732,ROK,Korea South,1992,0,0,0,0,0,0,0,0,0
360,RUM,Romania,1992,0,0,0,0,0,0,0,0,0
365,RUS,Russia,1992,0,0,0,0,0,0,0,0,0
517,RWA,Rwanda,1992,0,0,0,0,0,0,0,0,0
560,SAF,South Africa,1992,0,0,0,0,0,0,0,0,0
92,SAL,El Salvador,1992,0,0,0,0,0,0,0,0,0
670,SAU,Saudi Arabia,1992,0,0,0,0,0,0,0,0,0
433,SEN,Senegal,1992,0,0,0,0,0,0,0,0,0
451,SIE,Sierra Leone,1992,1,1,0,0,0,0,0,0,0
830,SIN,Singapore,1992,0,0,0,0,0,0,0,0,0
349,SLV,Slovenia,1992,0,0,0,0,0,0,0,0,0
940,SOL,Solomon Islands,1992,0,0,0,0,0,0,0,0,0
520,SOM,Somalia,1992,0,0,0,0,0,0,0,0,0
230,SPN,Spain,1992,0,0,0,0,0,0,0,0,0
780,SRI,Sri Lanka,1992,0,0,0,0,0,0,0,0,0
625,SUD,Sudan,1992,0,0,0,2,0,0,0,0,0
115,SUR,Suriname,1992,0,0,0,0,0,0,0,0,0
572,SWA,Swaziland,1992,0,0,0,0,0,0,0,0,0
380,SWD,Sweden,1992,0,0,0,0,0,0,0,0,0
225,SWZ,Switzerland,1992,0,0,0,0,0,0,0,0,0
652,SYR,Syria,1992,0,0,0,0,0,0,0,0,0
702,TAJ,Tajikistan,1992,0,1,0,0,0,0,0,0,1
713,TAW,Taiwan,1992,0,0,0,0,0,0,0,0,0
510,TAZ,Tanzania,1992,0,0,0,0,0,0,0,0,0
800,THI,Thailand,1992,0,0,0,0,0,0,0,0,0
701,TKM,Turkmenistan,1992,0,0,0,0,0,0,0,0,0
461,TOG,Togo,1992,0,0,0,0,0,0,0,0,0
52,TRI,Trinidad,1992,0,0,0,0,0,0,0,0,0
616,TUN,Tunisia,1992,0,0,0,0,0,0,0,0,0
640,TUR,Turkey,1992,0,0,0,0,0,0,0,0,0
696,UAE,UAE,1992,0,0,0,0,0,0,0,0,0
500,UGA,Uganda,1992,0,0,0,0,0,0,0,0,0
200,UKG,United Kingdom,1992,0,0,0,0,0,0,0,0,0
369,UKR,Ukraine,1992,0,0,0,0,0,0,0,0,0
165,URU,Uruguay,1992,0,0,0,0,0,0,0,0,0
2,USA,United States,1992,0,0,0,0,0,0,0,0,0
704,UZB,Uzbekistan,1992,0,0,0,0,0,0,0,0,0
101,VEN,Venezuela,1992,0,2,0,0,0,0,0,0,0
818,VIE,Vietnam,1992,0,0,0,0,0,0,0,0,0
679,YEM,Yemen,1992,0,0,0,0,0,0,0,0,0
347,YGS,Yugoslavia,1992,0,0,0,0,0,0,0,0,0
490,ZAI,Congo Kinshasa,1992,0,0,0,0,0,0,0,0,0
551,ZAM,Zambia,1992,0,0,0,0,0,0,0,0,0
552,ZIM,Zimbabwe,1992,0,0,0,0,0,0,0,0,0
700,AFG,Afghanistan,1993,0,0,0,0,0,0,0,0,0
339,ALB,Albania,1993,0,0,0,0,0,0,0,0,0
615,ALG,Algeria,1993,0,0,0,0,0,0,0,0,0
540,ANG,Angola,1993,0,0,0,0,0,0,0,0,0
160,ARG,Argentina,1993,0,0,0,0,0,0,0,0,0
371,ARM,Armenia,1993,0,0,0,0,0,0,0,0,0
900,AUL,Australia,1993,0,0,0,0,0,0,0,0,0
305,AUS,Austria,1993,0,0,0,0,0,0,0,0,0
373,AZE,Azerbaijan,1993,0,0,0,0,1,0,0,0,1
692,BAH,Bahrain,1993,0,0,0,0,0,0,0,0,0
211,BEL,Belgium,1993,0,0,0,0,0,0,0,0,0
434,BEN,Benin,1993,0,0,0,0,0,0,0,0,0
439,BFO,Burkina Faso,1993,0,0,0,0,0,0,0,0,0
760,BHU,Bhutan,1993,0,0,0,0,0,0,0,0,0
370,BLR,Belarus,1993,0,0,0,0,0,0,0,0,0
771,BNG,Bangladesh,1993,0,0,0,0,0,0,0,0,0
145,BOL,Bolivia,1993,0,0,0,0,0,0,0,0,0
346,BOS,Bosnia,1993,0,0,0,0,0,0,0,0,0
571,BOT,Botswana,1993,0,0,0,0,0,0,0,0,0
140,BRA,Brazil,1993,0,0,0,0,0,0,0,0,0
516,BUI,Burundi,1993,0,2,0,0,0,0,0,1,0
355,BUL,Bulgaria,1993,0,0,0,0,0,0,0,0,0
811,CAM,Cambodia,1993,0,0,0,0,0,0,0,0,0
20,CAN,Canada,1993,0,0,0,0,0,0,0,0,0
471,CAO,Cameroon,1993,0,0,1,0,0,0,0,0,0
402,CAP,Cape Verde,1993,0,0,0,0,0,0,0,0,0
482,CEN,Central African Republic,1993,0,0,0,0,0,0,0,0,0
483,CHA,Chad,1993,0,1,0,0,0,0,0,0,0
155,CHL,Chile,1993,0,0,0,0,0,0,0,0,0
710,CHN,China,1993,0,0,0,0,0,0,0,0,0
100,COL,Colombia,1993,0,0,0,0,0,0,0,0,0
581,COM,Comoros,1993,0,0,0,0,0,0,0,0,0
484,CON,Congo Brazzaville,1993,0,0,0,0,0,0,0,0,0
94,COS,Costa Rica,1993,0,0,0,0,0,0,0,0,0
344,CRO,Croatia,1993,0,0,0,0,0,0,0,0,0
40,CUB,Cuba,1993,0,0,0,0,0,0,0,0,0
352,CYP,Cyprus,1993,0,0,0,0,0,0,0,0,0
316,CZR,Czech Republic,1993,0,0,0,0,0,0,0,0,0
390,DEN,Denmark,1993,0,0,0,0,0,0,0,0,0
522,DJI,Djibouti,1993,0,0,0,0,0,0,0,0,0
42,DOM,Dominican Republic,1993,0,0,0,0,0,0,0,0,0
130,ECU,Ecuador,1993,0,0,0,0,0,0,0,0,0
651,EGY,Egypt,1993,0,0,0,0,0,0,0,0,0
411,EQG,Equatorial Guinea,1993,0,0,0,0,0,0,0,0,0
531,ERI,Eritrea,1993,0,0,0,0,0,0,0,0,0
366,EST,Estonia,1993,0,0,0,0,0,0,0,0,0
530,ETH,Ethiopia,1993,0,0,0,0,0,0,0,0,0
529,ETI,Ethiopia,1993,0,0,0,0,0,0,0,0,0
375,FIN,Finland,1993,0,0,0,0,0,0,0,0,0
950,FJI,Fiji,1993,0,0,0,0,0,0,0,0,0
220,FRN,France,1993,0,0,0,0,0,0,0,0,0
481,GAB,Gabon,1993,0,0,0,0,0,0,0,0,0
420,GAM,Gambia,1993,0,0,0,0,0,0,0,0,0
452,GHA,Ghana,1993,0,0,0,0,0,0,0,0,0
255,GMY,Germany,1993,0,0,0,0,0,0,0,0,0
404,GNB,Guinea-Bissau,1993,0,0,0,1,0,0,0,0,0
350,GRC,Greece,1993,0,0,0,0,0,0,0,0,0
372,GRG,Georgia,1993,0,0,0,0,0,0,0,0,0
90,GUA,Guatemala,1993,0,1,0,0,0,0,0,0,0
438,GUI,Guinea,1993,0,0,0,0,0,0,0,0,0
110,GUY,Guyana,1993,0,0,0,0,0,0,0,0,0
41,HAI,Haiti,1993,0,0,0,0,0,0,0,0,0
91,HON,Honduras,1993,0,0,0,0,0,0,0,0,0
310,HUN,Hungary,1993,0,0,0,0,0,0,0,0,0
750,IND,India,1993,0,0,0,0,0,0,0,0,0
850,INS,Indonesia,1993,0,0,0,0,0,0,0,0,0
205,IRE,Ireland,1993,0,0,0,0,0,0,0,0,0
630,IRN,Iran,1993,0,0,0,0,0,0,0,0,0
645,IRQ,Iraq,1993,0,0,0,0,0,0,0,0,0
666,ISR,Israel,1993,0,0,0,0,0,0,0,0,0
325,ITA,Italy,1993,0,0,0,1,0,0,0,0,0
437,IVO,Ivory Coast,1993,0,0,0,0,0,0,0,0,0
51,JAM,Jamaica,1993,0,0,0,0,0,0,0,0,0
663,JOR,Jordan,1993,0,0,0,0,0,0,0,0,0
740,JPN,Japan,1993,0,0,0,0,0,0,0,0,0
501,KEN,Kenya,1993,0,0,0,0,0,0,0,0,0
690,KUW,Kuwait,1993,0,0,0,0,0,0,0,0,0
703,KYR,Kyrgyzstan,1993,0,0,0,0,0,0,0,0,0
705,KZK,Kazakhstan,1993,0,0,0,0,0,0,0,0,0
812,LAO,Laos,1993,0,0,0,0,0,0,0,0,0
367,LAT,Latvia,1993,0,0,0,0,0,0,0,0,0
450,LBR,Liberia,1993,0,0,0,0,0,0,0,0,0
660,LEB,Lebanon,1993,0,0,0,0,0,0,0,0,0
